序号,粤语,普通话,新拟粤语（广州音）拼音,场景,来源
169,大模尸样,习语。摆臭架子、装模作样：条友成日～，好似好有料噉［那个家伙整天摆臭架子，好像很有学问似的］。,daai6mou2si1yoeng6,四字组习语,现代粤语词典-1373
170,大人大姐,习语。泛指成年人、大人（与小孩相对而言，不限于女性）：都～咯，使乜怕丑吖［都这么大了，还害什么羞］｜～仲咁小气［这么大的人还那么小气］。,daai6yan2daai6ze3,四字组习语,现代粤语词典-1374
171,大声夹恶,习语。声音大而且凶；无理又凶横：呢个人讲话～［这个人说话又凶又狠］。,daai6seng1 gaab8og8,四字组习语,现代粤语词典-1375
172,大头六火,习语。一种土制手枪。,daai6tau2 lug9fo3,四字组习语,现代粤语词典-1376
173,大细老嫩,习语。一家大小：我屋企～有十个人［我家一家大小有十个人］。,daai6sai5lou4nyun6,四字组习语,现代粤语词典-1377
174,大笑姑婆,习语。开朗爱笑的妇女：呢个～唔理边度都噉笑［这个爱笑的姑娘不管在哪里都那样笑］。,daai6siu5 gu1po2,四字组习语,现代粤语词典-1378
175,大眼乞儿,习语。胃口大的乞丐施舍少了还不要，比喻眼高、贪多、不知足的人：人哋畀佢仲嫌少，真系～咯［人家给他还嫌少，真是不知足］。,daai6ngaan4 had7yi1,四字组习语,现代粤语词典-1379
176,大饮大食,习语。大吃大喝：～好易肥［大吃大喝很容易发胖］。,daai6yam3 daai6sig9,四字组习语,现代粤语词典-1380
177,大只累累,习语。个子高、块头大：佢～连个细路都打唔过［他个儿那么大连小孩也打不过］。,daai6zeg8 loey2loey2,四字组习语,现代粤语词典-1381
178,大紫大红,习语。同“大红大紫”。,daai6zi3 daai6hung2,四字组习语,现代粤语词典-1382
179,带眼识人,习语。辨别他人善恶：出嚟社会要～［进入社会就要学会辨别他人善恶］。,daai5ngaan4 sig7yan2,四字组习语,现代粤语词典-1383
180,袋袋平安,习语。心安理得地把东西装进口袋里去。是吉祥话“代代平安”的谐音：人哋畀乜你都要，总之～［别人给什么你都要，总之照收不误］。,doi6doi6ping2on1,四字组习语,现代粤语词典-1384
181,担幡买水,习语。扶灵送葬。,daam1faan1maai4soey3,四字组习语,现代粤语词典-1385
182,担沙塞海,习语。挑沙子来堵海水，比喻徒劳无功：你去都冇用，等于～咋［你去了也是徒劳］。,daan1saa1 sag7hoi3,四字组习语,现代粤语词典-1386
183,单单打打,习语。冷言冷语：佢两个一日到黑～，真系顶唔顺［他俩一天到晚冷言冷语，真让人受不了］。,daan1daan1daa3daa3,四字组习语,现代粤语词典-1387
184,单枪匹马,习语。单独行动，没有别人帮助：边个话我系～，我有你哋吖嘛［谁说我是一个人，我有你们啊］。,daan1coeng1pad7maa4,四字组习语,现代粤语词典-1388
185,单亲家庭,习语。只有父亲或母亲一方的家庭。,daan1can1gaa1ting2,四字组习语,现代粤语词典-1389
186,单身寡佬,习语。单身汉：佢～一个，使得几多钱啫［他单身，花不了多少钱］。又说“单身寡仔”。,daan1san1 gwaa3lou3,四字组习语,现代粤语词典-1390
187,单身寡仔,习语。同“单身寡佬”。,daan1san1 gwaa3zai3,四字组习语,现代粤语词典-1391
188,单身贵族,习语。未婚恋的群体。,daan1san1 gwai5zug9,四字组习语,现代粤语词典-1392
189,单手独拳,习语。同“赤手空拳”（86页）。,daan1sau3dug9kyun2,四字组习语,现代粤语词典-1393
190,眈天望地,习语。东张西望：认真做你嘅嘢，唔好度～吖［认真做你的工作，不要东张西望］。,daam1tin1 mong6dei6,四字组习语,现代粤语词典-1394
191,胆正命平,习语。身怀正气、见义勇为：佢呢个人～，好多人都服佢［他这人刚正勇为，很多人都服他］。,daam3zing5 meng6peng2,四字组习语,现代粤语词典-1395
192,啖啖到肉,习语。每一步都是关键，直中要害：佢对付你嘅手段，真系～［他对付你的手段，步步都直戳你要害］。,daam6daam6dou5yug9,四字组习语,现代粤语词典-1396
193,当街当巷,习语。在大街上；当众：你做咩～噉闹个仔啫［你干嘛在街上当众骂儿子］。,dong1gaai1dong1hong6,四字组习语,现代粤语词典-1397
194,当仁不让,习语。指遇到应该做的事，积极主动去做，不退让：我哋梗系～，帮得几多系几多［我们肯定当仁不让，能帮多少是多少］。,dong1yan2 bad7yoeng6,四字组习语,现代粤语词典-1398
195,当时得令,习语。正合时节：依家菜心啱好～，买翻啲试下［现在菜心正是季节，买些尝一下］。,dong1si2 dag7ling6,四字组习语,现代粤语词典-1399
196,当务之急,习语。当前急切要办的事：～系揾翻啲资料［当务之急是把资料找回来］。,dong1mou6 zi1gab7,四字组习语,现代粤语词典-1400
197,当佢冇到,习语。对某事或某人轻视，不放在眼里：佢当老细冇到，日日都迟到［他不把老板放在眼里，天天都迟到］。又说“当佢透明”“当佢冇嚟”。,dong5koey4 mou4dou5,四字组习语,现代粤语词典-1401
198,当佢冇嚟,习语。同“当佢冇到”。,dong5koey4 mou4lai2,四字组习语,现代粤语词典-1402
199,当佢透明,习语。同“当佢冇到”。,dong5koey4 tau5ming2,四字组习语,现代粤语词典-1403
200,刀山火海,习语。比喻非常艰险和困难的地方：就算系～，我都要试下［就算再困难，我也要尝试一下］。,dou1saan1 fo3hoi3,四字组习语,现代粤语词典-1404
201,倒瓤冬瓜,习语。比喻外强中干，或徒有虚名：睇佢咁大只，其实系～嚟［看他外表这么健壮，其实是很虚弱的］︱你唔使惊佢，佢只不过系～啫［你不用怕他，他只不过纸老虎而已］。,dou3nong2 dung1gwaa1,四字组习语,现代粤语词典-1405
202,到时到候,习语。到了时候：～我就会翻去嘅喇［到了时候我就会回去的］。,dou5si2dou5hau6,四字组习语,现代粤语词典-1406
203,倒吊荷包,习语。把钱包的钱全部倒出来。比喻甘愿竭尽财力甚至亏本办某事：我为咗起呢间工厂已经～咯［我为了盖这工厂已竭尽全力了］｜我宁愿～都要全部买晒［我宁愿赔上老本也要全部都买下来］。,dou5diu5 ho2baau1,四字组习语,现代粤语词典-1407
204,倒吊砂煲,习语。煮饭的砂锅倒挂着。比喻非常贫穷：有啲人穷得好交关，到青黄不接嘅时候就要～咯［有些人穷得很，青黄不接时揭不开锅了］。又说“吊煲”（155页）、“吊砂煲”（156页）。,dou5diu5 saa1bou1,四字组习语,现代粤语词典-1408
205,倒米寿星,习语。造成自家利益受损害的人：你激走顾客，真系～咯［你把顾客气跑了，真是个破财星］。,dou3mai4 sau6sing1,四字组习语,现代粤语词典-1409
206,倒屎咁早,习语。以往城里人家多在深夜至黎明前清理马桶。比喻做事过早：～出去做乜吖［这么早就出去干吗］？又说“倒咁早”。,dou3si3 gam5zou3,四字组习语,现代粤语词典-1410
208,倒泻箩蟹,习语。秩序像打翻一筐螃蟹那样乱成一团：成个会场～，乱晒大龙［整个会场秩序乱七八糟］。,dou3se3 lo2haai4,四字组习语,现代粤语词典-1412
209,得个…字,习语。只有这样；只能是这样：得个讲字［只说不做］｜佢噉搞法，真系得个惨字咯［他这样搞，只能很惨了］｜呢度冬天一啲都唔好玩，得个冻字［这里冬天一点也不好玩，就是冷］｜呢个人得个懒字［这个人就是死懒］｜成日乜都唔做，得个食字［整天什么也不干，就是吃］。,dag7go5…zi6,四字组习语,现代粤语词典-1413
210,得过且过,习语。❶马虎过日子：～嘅日子有咩意义［得过且过有什么意义］？➋敷衍了事：你做嘢就系～［你做事敷衍了事］。,dag7gwo5ce3gwo5,四字组习语,现代粤语词典-1414
211,得心应手,习语。做事熟练、运用自如：佢依家对份工已经～［他现在对工作已得心应手了］。,dag7sam1ying5sau3,四字组习语,现代粤语词典-1415
212,得一想二,习语。得寸进尺；不知足：你份人～［你这个人不知足］。,dag7yad7 soeng3yi6,四字组习语,现代粤语词典-1416
213,灯光火着,习语。灯火通明：琴晚你办公室～，系唔系开会吖［昨晚你办公室灯火通明，是不是开会］？,dang1gwong1fo3zoeg9,四字组习语,现代粤语词典-1417
214,灯油火蜡,习语。灯油钱；水电费：我呢间店一个月嘅～都要好多钱［我这个店一个月水电费都要不少］。,dang1yau2 fo3laab9,四字组习语,现代粤语词典-1418
215,登峰造极,习语。登上峰顶，到达最高处，比喻水平达到最高点：技术～。,dang1fung1zou6gig9,四字组习语,现代粤语词典-1419
216,登高望远,习语。登上高处，看得更远。比喻思想境界高，目光远大：～同时脚踏实地。,dang1gou1mong6yun4,四字组习语,现代粤语词典-1420
217,的而且确,习语。确确实实；千真万确：呢件事～系佢做嘅［这件事确确实实是他干的］。,dig7yi2ce3kog8,四字组习语,现代粤语词典-1421
218,的起心肝,习语。立下决心；集中注意力：～做人［下决心好好做人］。又作“扚起心肝”。,dig7hei3 sam1gon1,四字组习语,现代粤语词典-1422
219,地庐商场,习语。地下商场。又说“洞天商场”（164页）。,dei6lou2 soeng1coeng2,四字组习语,现代粤语词典-1423
220,第一时间,习语。最短时间，尽快：电视台～报道咗呢个突发事件［电视台在最快的时间内报道了这则突发事件］｜如果有消息我～通知你［如果有消息，我马上通知你］。,dai6yad7 si2gaan5,四字组习语,现代粤语词典-1424
221,睇差一皮,习语。判断不够准确；看走了眼：今次走漏眼，～［这回判断错误了］。, tai3caa1 yad7pei2,四字组习语,现代粤语词典-1425
222,睇得过眼,习语。看起来还过得去；还算不错：今次考试都～［这次考试也还可以］｜佢做嘢都算～［他做事情算过得去］。, tai3dag7gwo5ngaan4,四字组习语,现代粤语词典-1426
223,睇东睇西,习语。探头探脑；东张西望。,tai3dung1tai3sai1,四字组习语,现代粤语词典-1427
224,睇见眼冤,习语。看着不舒服；看不顺眼：你两个日日糖黐豆噉，我～［你们俩每天那么恩爱，我看着就不爽］。,tai3gin5 ngaan4yun1,四字组习语,现代粤语词典-1428
225,睇起上嚟,习语。同“睇起嚟”。,tai3hei3soeng4lai2,四字组习语,现代粤语词典-1429
226,睇人口面,习语。看别人的脸色；仰仗他人：呢份工系要～［这份工作是得看人的脸色行事］。,tai3yan2hau3min6,四字组习语,现代粤语词典-1430
228,睇唔过眼,习语。❶同“冇眼睇”（532页）。➋（对有悖伦理道德规范的现象）无法忍受：佢系噉打个仔，系人都～啦［他拼了命地打孩子，是人都无法忍受］。,tai3m2gwo5ngaan4,四字组习语,现代粤语词典-1432
229,睇唔落眼,习语。同“睇唔落”。,tai3m2log9ngaan4,四字组习语,现代粤语词典-1433
230,睇唔入眼,习语。同“睇唔落”。,tai3m2yab9ngaan4,四字组习语,现代粤语词典-1434
231,睇准起筷,习语。看准了再动筷子。比喻看准形势、抓住时机再行动：睇定嚟，睇准先好起筷［看准形势再伺机行事］。,tai3zoen3 hei3faai5,四字组习语,现代粤语词典-1435
232,掂过辘蔗,习语。比甘蔗还直，比喻事情十分顺利 ：唔使惊，今铺梗～［不用怕，这回肯定很顺利］。 又说“掂过条蔗”。,dim6gwo5lug7ze5,四字组习语,现代粤语词典-1436
233,掂过条蔗,习语。同“掂过辘蔗”。,dim6gwo5tiu2ze5,四字组习语,现代粤语词典-1437
234,颠倒是非,习语。把对的说成不对，把不对的说成对的：你唔好度～［你不要在这里颠倒是非，歪曲事实］。,din1dou3 si6fei1,四字组习语,现代粤语词典-1438
235,癫癫废废,习语。疯疯癫癫：唔使理佢，～噉［不用管他，疯疯癫癫的样子］。,din1din1fai5fai5,四字组习语,现代粤语词典-1439
236,点话点好,习语。怎么说就怎么做：我冇问题，～啦［我没问题，说怎么办就怎么办吧］。,dim3waa6dim3hou3,四字组习语,现代粤语词典-1440
237,电子词典,习语。以数字媒体出版的词典：呢本～收咗好多新词［这本电子词典收了很多新词］。,din6zi3 ci2din3,四字组习语,现代粤语词典-1441
238,刁乔扭拧,习语。小孩调皮、不听话、难管教：呢个细路仔真系～［这个小孩真任性］。,diu1kiu2 nau3ning6,四字组习语,现代粤语词典-1442
239,吊高嚟卖,习语。哄抬价格，抬高物价：佢依家摆明～，你有乜计［他现在明显就是抬高价格，你有什么办法］。又说“吊起嚟卖”。,diu5gou1lai2maai6,四字组习语,现代粤语词典-1443
240,吊起嚟卖,习语。同“吊高嚟卖”。,diu5hei3lai2maai6,四字组习语,现代粤语词典-1444
241,调转嚟讲,习语。反过来说。,diu6zyun5lai2gong3,四字组习语,现代粤语词典-1445
242,叠埋心水,习语。集中精力；一心一意：～揾钱［一心一意赚钱］。,dib9maai2 sam1soey3,四字组习语,现代粤语词典-1446
243,顶心顶肺,习语。❶顶撞：咁大个仲～［长这么大了还老是顶撞］。➋令人窝火；窝心，心堵：我谂起呢件事就～［我想起这事心里就窝火］。,ding3sam1ding3fai5,四字组习语,现代粤语词典-1447
244,定过抬油,习语。比喻有把握、镇定、稳当：佢无论遇到乜事都～［他不管遇到什么事情都十分镇定］。,ding6gwo5 toi2yau2,四字组习语,现代粤语词典-1448
245,东莞腊肠,习语。东莞出产的特色加工肉食品。比喻个子矮而胖的人：你睇你嘅样，又矮又肥，好似～噉［你看你的身材，又矮又胖，就像东莞腊肠］。,dung1gun3 laab9coeng3,四字组习语,现代粤语词典-1449
246,东山少爷,习语。过去指在广州东山地区成长的富贵人家的子弟。,dung1saan1 siu5ye2,四字组习语,现代粤语词典-1450
247,东张西望,习语。向四处张望，心神不安地到处看：一路行一路～，因住扑街［一路走一路到处看，小心摔倒］。,dung1zoeng1sai1mong6,四字组习语,现代粤语词典-1451
